"SMILES","CASRN","MOLECULEID","EXTERNALID","N","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","logPow {measured}","UNIT {logPow}","logPow {measured, converted}","UNIT {logPow}","pH","UNIT {pH}"
"C[C@@H]1CCCN(C1)C1=NC2=C(N1CCSC1=NC3=CC=CC=C3S1)C(=O)N(C)C(=O)N2C","-","M1022705","ZINC02341661","504","-","-","A27772","23131797","-","2","5.05","Log unit","5.05","Log unit","= 6.5","Log unit"
"O=C(CSC1=C(C#N)C(SCC(=O)OCC2=CC=CC=C2)=NS1)OCC1=CC=CC=C1","-","M755500","ZINC02350444","506","-","-","A27772","23131797","-","2","5.6","Log unit","5.6","Log unit","5.0","Log unit"
"O=C(CCCCCN1C(=S)S\C(=C\C2=CC=CS2)C1=O)N1CCOCC1","-","M1022711","ZINC02381831","508","-","-","A27772","23131797","-","2","4.92","Log unit","4.92","Log unit","= 6.5","Log unit"
"CC1=C(C(=O)C2=CC=C(OCC(=O)OCC=C)C=C2O1)C1=CC=C(Cl)C=C1","-","M1022714","ZINC02420977","509","-","-","A27772","23131797","-","2","4.84","Log unit","4.84","Log unit","5.0","Log unit"
"CCC1=CC2=C3N(C(=O)[C@@]4(C3=C1)C(C#N)=C(N)OC1=C4C(=O)CC(C)(C)C1)C(C)(C)C=C2C","-","M1022717","ZINC02439283","510","-","-","A27772","23131797","-","2","5.39","Log unit","5.39","Log unit","= 10.5","Log unit"
"CCCSC1=NC2=C(SCC2)C(=O)N1C1=CC=C(Br)C=C1","-","M1022726","ZINC02459574","511","-","-","A27772","23131797","-","2","4.61","Log unit","4.61","Log unit","10.0","Log unit"
"CCCCCC(=O)NC1(CCC)CCCC1","-","M1022728","ZINC02464437","512","-","-","A27772","23131797","-","2","4.28","Log unit","4.28","Log unit","5.0","Log unit"
"CCOC(=O)C1=C(C)OC(N)=C(C#N)[C@H]1C1=CC=CC(I)=C1","-","M1020753","ZINC00704427","513","-","-","A27772","23131797","-","2","4.48","Log unit","4.48","Log unit","5.0","Log unit"
"CCCCN1[C@H]2[C@@H](N(C)C1=O)N(CCCC)C(=O)N2C","-","M1022736","ZINC02475899","514","-","-","A27772","23131797","-","2","2.69","Log unit","2.69","Log unit","5.0","Log unit"
"CC(=O)C1=C(C)N=C(SCCOC2=CC=CC=C2)S1","-","M1022738","ZINC02488810","515","-","-","A27772","23131797","-","2","3.86","Log unit","3.86","Log unit","= 2.0","Log unit"
"O=C1[C@@H]2[C@@H](OC3([C@@H]2C(=O)N1C1=CC=CC=C1)C(=O)C1=CC=CC=C1C3=O)C1=CC=CC=C1","-","M3410272","ZINC18091170","516","-","-","A27772","23131797","-","2","4.0","Log unit","4.0","Log unit","5.0","Log unit"
"CCC1=CC=C(C=C1)[C@H]1N2C(=O)CCSC2=NC(C)=C1C(=O)OC(C)C","-","M1022742","ZINC02502884","517","-","-","A27772","23131797","-","2","4.75","Log unit","4.75","Log unit","10.0","Log unit"
"CC1=CC2=C([C@@H](C3=CC=CC(F)=C3F)C(C#N)=C(N)O2)C(=O)O1","-","M1022752","ZINC02555316","519","-","-","A27772","23131797","-","2","3.1","Log unit","3.1","Log unit","= 10.5","Log unit"
"NNC1=C(F)C(F)=NC(F)=C1F","-","M1022760","ZINC02579295","520","-","-","A27772","23131797","-","2","0.86","Log unit","0.86","Log unit","7.0","Log unit"
"O=C(NC1=CC=C(C=C1)N1CCN(CC1)C(=O)C1=CC=CS1)\C=C\C1=CC=CC=C1","-","M3410273","ZINC01263811","521","-","-","A27772","23131797","-","2","4.94","Log unit","4.94","Log unit","7.0","Log unit"
"CCOC(=O)C1=C(C)NC(=S)N[C@@H]1C1=CC=C(OCC2=CC=C(Cl)C=C2)C(OCC)=C1","-","M1153879","ZINC00956989","524","-","-","A27772","23131797","-","2","5.31","Log unit","5.31","Log unit","5.0","Log unit"
"COC1=CC=C(C(=O)OCC(=O)C2=C(C)N(C[C@@H]3CCCO3)C(C)=C2)C(OC)=C1","-","M1022778","ZINC02617139","528","-","-","A27772","23131797","-","2","4.18","Log unit","4.18","Log unit","5.0","Log unit"
"CC1=C(SC2=C1C(=O)N1CCCCCC1=N2)C(=O)N1CCN(CC1)S(=O)(=O)C1=CC=CC=C1","-","M1022780","ZINC02617857","529","-","-","A27772","23131797","-","2","4.13","Log unit","4.13","Log unit","= 10.5","Log unit"
"CC(=C)CSC1=NN=C(N1C1CCCC1)C1=CC=CC(=C1)S(=O)(=O)N1CCOCC1","-","M1022787","ZINC02622674","531","-","-","A27772","23131797","-","2","4.73","Log unit","4.73","Log unit","= 10.5","Log unit"
"O=C(CSC1=NN=C(O1)C1=CC=CS1)NCCN1C(=O)CSC1=O","-","M784880","ZINC02624194","532","-","-","A27772","23131797","-","2","2.31","Log unit","2.31","Log unit","5.0","Log unit"
"CN1C(=NC2=CC=CC=C12)[C@@H](C#N)C(=O)[C@@H](SC1=CC=CC=C1)C1=CC=CC=C1","-","M1022789","ZINC06567055","533","-","-","A27772","23131797","-","2","5.28","Log unit","5.28","Log unit","7.0","Log unit"
"FC(F)OC1=CC=C(NC(=O)C2=CC=C(COC3=CC=C(I)C=C3)O2)C=C1","-","M1023010","ZINC02792202","534","-","-","A27772","23131797","-","2","5.99","Log unit","5.99","Log unit","5.0","Log unit"
"CC1=CC=C(CN2C(=S)S\C(=C/[C@H]3CCC=CC3)C2=O)C=C1","-","M3410274","ZINC01164511","535","-","-","A27772","23131797","-","2","6.26","Log unit","6.26","Log unit","= 6.5","Log unit"
"ClC1=CC=C(C=C1)C(=O)NCCC1=CC=CC=C1","-","M1019078","ZINC00047229","537","-","-","A27772","23131797","-","2","3.71","Log unit","3.71","Log unit","5.0","Log unit"
"ClC1=CC(=CC=C1)N1CCN(CC1)C(=O)C1=CC(=CC=C1)S(=O)(=O)N1CCOCC1","-","M1021182","ZINC00937545","538","-","-","A27772","23131797","-","2","4.34","Log unit","4.34","Log unit","= 7.3","Log unit"
"CC(=O)C1=CC=C(NC(=O)CNC(=O)CNC(=O)[C@@H]2O[C@@H]3OC(C)(C)O[C@@H]3[C@H]3OC(C)(C)O[C@@H]23)C=C1","-","M1022814","ZINC02690652","540","-","-","A27772","23131797","-","2","3.39","Log unit","3.39","Log unit","5.0","Log unit"
"CC1=CC=CC(C)=C1NC(=O)CN1C=C(C(=O)C2CC2)C2=CC=CC=C12","-","M1020503","ZINC00573711","541","-","-","A27772","23131797","-","2","3.47","Log unit","3.47","Log unit","= 2.0","Log unit"
"CCOC(=O)C1=C(NC(=O)CSC2=NN=C(C)S2)SC2=C1CCCCC2","-","M1022819","ZINC02696214","542","-","-","A27772","23131797","-","2","5.03","Log unit","5.03","Log unit","= 7.3","Log unit"
"CC1=CC=C(N(C[C@H](O)CN2C3=C(C=CC=C3)C3=C2C=CC=C3)S(C)(=O)=O)C(C)=C1","-","M1022822","ZINC02697092","543","-","-","A27772","23131797","-","2","5.56","Log unit","5.56","Log unit","= 6.5","Log unit"
"CC1CCC2(CC1)N=C(C(=O)N2CC(=O)NC1=CC=C2OCCOC2=C1)C1=CC=CC=C1","-","M1028899","ZINC02705704","544","-","-","A27772","23131797","-","2","5.07","Log unit","5.07","Log unit","= 6.5","Log unit"
"CC(C)CN1C(=S)S\C(=C/[C@H]2CCC=CC2)C1=O","-","M3410275","ZINC01181998","545","-","-","A27772","23131797","-","2","6.66","Log unit","6.66","Log unit","5.0","Log unit"
"C[C@]12CO[C@@]3(C[C@H]1CC[C@]23C)C(=O)NCC(F)(F)F","-","M1021998","ZINC01322675","546","-","-","A27772","23131797","-","2","3.11","Log unit","3.11","Log unit","5.0","Log unit"
"COCCCNC(=O)C1=CC(Br)=C(C)C(C)=C1C","-","M1022834","ZINC02708085","547","-","-","A27772","23131797","-","2","2.93","Log unit","2.93","Log unit","= 10.5","Log unit"
"COC1=C2N(CC=C)\C(SC2=CC=C1)=N\C(=O)C1=CC(OC)=C(OC)C(OC)=C1","-","M2949746","ZINC02715265","548","-","-","A27772","23131797","-","2","5.14","Log unit","5.14","Log unit","= 10.5","Log unit"
"CC[C@@H]1CCCCN1C(=O)COC1=CC=CC2=C1CCN(CC1=CC=C(Cl)C=C1)C2=O","-","M1022846","ZINC02716446","549","-","-","A27772","23131797","-","2","5.23","Log unit","5.23","Log unit","= 6.5","Log unit"
"CN(C1=CC=CC=C1)S(=O)(=O)C1=CC=C(C=C1)C(=O)\N=C1\SC2=CC(=CC=C2N1C)[N+]([O-])=O","-","M2774877","ZINC11726409","550","-","-","A27772","23131797","-","2","5.84","Log unit","5.84","Log unit","= 6.5","Log unit"
"CC1=NN(C(N)=C1C1=CC=CC=C1)C1=CC=CC=C1","-","M1019116","ZINC00053798","551","-","-","A27772","23131797","-","2","3.27","Log unit","3.27","Log unit","= 7.3","Log unit"
"COC1=C(NC(=O)C2=C(C)NC3=NC(SCC4=C(F)C=CC=C4)=NN3C2C2=CC=NC=C2)C=CC=C1","-","M2597609","ZINC02719029","552","-","-","A27772","23131797","-","2","4.66","Log unit","4.66","Log unit","= 7.3","Log unit"
"COC1=C(OC)C=C2[C@H](COC3=CC=C4C(C)=CC(=O)OC4=C3)N(CCC2=C1)C(=O)C1CCCCC1","-","M1022856","ZINC02722701","553","-","-","A27772","23131797","-","2","5.07","Log unit","5.07","Log unit","5.0","Log unit"
"FC1=C(F)C(F)=C(C(=O)NC2=CC=C(N3CCN(CC3)C(=O)C3=CC=CO3)C(Cl)=C2)C(F)=C1F","-","M1022864","ZINC02728504","554","-","-","A27772","23131797","-","2","5.85","Log unit","5.85","Log unit","= 6.5","Log unit"
"CCCOC1=CC=C(NC(=O)C[C@@H]2N(C3CC3)C(=S)N(C2=O)C2=CC=C(Cl)C=C2)C=C1","-","M1022866","ZINC02729261","555","-","-","A27772","23131797","-","2","5.41","Log unit","5.41","Log unit","5.0","Log unit"
"CN1C=C(C(C)=N1)C1=CC(=NC(SCC(=O)NCC=C)=C1C#N)C(F)F","-","M1022869","ZINC06275647","556","-","-","A27772","23131797","-","2","3.74","Log unit","3.74","Log unit","= 6.5","Log unit"
"ClC1=CC=CC(Cl)=C1CN1C=CC(NC2=NN=C(CC3=CC=C(C=C3)N3C=NN=N3)S2)=N1","-","M1022872","ZINC02731613","557","-","-","A27772","23131797","-","2","4.99","Log unit","4.99","Log unit","10.0","Log unit"
"C[C@H](N1N=C(C=C1C)C(F)(F)F)C1=NN=C(NC2=NN(CC3=CC=CC=C3)C=C2)S1","-","M1022876","ZINC02732234","559","-","-","A27772","23131797","-","2","5.34","Log unit","5.34","Log unit","10.0","Log unit"
"CN1N=CC(Br)=C1C(=O)N1CCCCCC1","-","M1021349","ZINC00994397","560","-","-","A27772","23131797","-","2","2.63","Log unit","2.63","Log unit","5.0","Log unit"
"COC(=O)C1=CC(OC)=C(OC)C=C1NC(=O)CSC1=NN=CN1C","-","M1022069","ZINC01422950","561","-","-","A27772","23131797","-","2","2.78","Log unit","2.78","Log unit","= 7.3","Log unit"
"COC1=CC(=CC=C1OC(F)F)[C@H]1NC(=O)NC(C)=C1C(=O)OC(C)C","-","M1154005","ZINC00707450","562","-","-","A27772","23131797","-","2","3.75","Log unit","3.75","Log unit","5.0","Log unit"
"CC1=NN(C(=O)C2=CC=CC=C2Cl)[C@@](O)(C1)C1=CC=C(Cl)C=C1","-","M1154222","ZINC00077562","563","-","-","A27772","23131797","-","2","3.73","Log unit","3.73","Log unit","5.0","Log unit"
"COC1=CC=CC=C1\C=N\N1C(C)=CC(C)=C(C#N)C1=O","-","M1019463","ZINC00116611","565","-","-","A27772","23131797","-","2","3.08","Log unit","3.08","Log unit","5.0","Log unit"
"FC(F)C(F)(F)COCC1=CC(=CC=C1)C(=O)N1CC[C@H](N2N=CC=C12)C(F)(F)F","-","M1022893","ZINC02741252","566","-","-","A27772","23131797","-","2","4.27","Log unit","4.27","Log unit","5.0","Log unit"
"FC(F)(F)C1=CC(=NC2=CC(=NN12)C(=O)NC[C@H]1CCCO1)C1CC1","-","M1022908","ZINC02749277","568","-","-","A27772","23131797","-","2","3.33","Log unit","3.33","Log unit","5.0","Log unit"
"CCN1C=C(CN(C)C(=O)C2=CC3=CC(Br)=CC=C3OC2=O)C(C)=N1","-","M1022909","ZINC02749578","569","-","-","A27772","23131797","-","2","3.27","Log unit","3.27","Log unit","5.0","Log unit"
"C[C@@H]1CCCCN1C(=O)CCCCC(=O)N1CCCC[C@H]1C","-","M1022913","ZINC02750654","570","-","-","A27772","23131797","-","2","3.42","Log unit","3.42","Log unit","5.0","Log unit"
"CCCN1C2=C(C=CC=C2)C2=C1N=C(SCC(=O)N[C@H](C)C1=CC=CC=C1)N=N2","-","M1021133","ZINC00877511","571","-","-","A27772","23131797","-","2","4.36","Log unit","4.36","Log unit","= 7.3","Log unit"
"CCCC1=C([C@@H](NC(=O)N1)C1=CC=C2OCOC2=C1)C(=O)OCC","-","M1154094","ZINC00432559","572","-","-","A27772","23131797","-","2","3.59","Log unit","3.59","Log unit","5.0","Log unit"
"COC1=CC(=CC=C1OCC1=CC=CC(F)=C1)[C@H]1C2=C(NN=C2C)OC(N)=C1C#N","-","M1022931","ZINC04114722","574","-","-","A27772","23131797","-","2","4.42","Log unit","4.42","Log unit","= 10.5","Log unit"
"CC1=CC=C(O1)\C=C\C(=O)NCCNC(=O)\C=C\C1=CC=C(C)O1","-","M1153639","ZINC02767247","577","-","-","A27772","23131797","-","2","3.97","Log unit","3.97","Log unit","5.0","Log unit"
"COCCCNC(=S)N1[C@H](C)CCC[C@H]1C","-","M1022949","ZINC02770894","578","-","-","A27772","23131797","-","2","2.8","Log unit","2.8","Log unit","5.0","Log unit"
"CCSCCOC(=O)C1=C(C)NC2=C([C@H]1C1=CC=C3OCOC3=C1)C(=O)C[C@H](C2)C1=CC=CS1","-","M1153638","ZINC02771743","579","-","-","A27772","23131797","-","2","5.0","Log unit","5.0","Log unit","10.0","Log unit"
"FC(F)OC1=C(Cl)C=C(NC(=S)NC[C@@H]2CCCO2)C=C1","-","M1022960","ZINC02774982","580","-","-","A27772","23131797","-","2","3.74","Log unit","3.74","Log unit","5.0","Log unit"
"CN(CC1=C(C)N(C)N=C1C)C(=O)C1=CC=C(CN2N=C(C)C(=C2C)[N+]([O-])=O)O1","-","M3410276","ZINC02778109","581","-","-","A27772","23131797","-","2","3.27","Log unit","3.27","Log unit","10.0","Log unit"
"C[C@@H](N1N=C(C(F)F)C(Br)=C1C)C(=O)N(C)CC1=C(C)N(C)N=C1","-","M1022967","ZINC02778289","582","-","-","A27772","23131797","-","2","3.12","Log unit","3.12","Log unit","5.0","Log unit"
"ClC1=C(SC2=CC(Cl)=CC=C12)C(=O)N1CCN(CC1)C(=S)NC[C@H]1CCCO1","-","M1022970","ZINC02778755","583","-","-","A27772","23131797","-","2","4.83","Log unit","4.83","Log unit","5.0","Log unit"
"C[C@H]1CN(C[C@@H](C)O1)C(=O)C1=NN2C(=C1)N=C(C=C2C(F)(F)F)C1=CN(C)N=C1C","-","M1022979","ZINC13959247","586","-","-","A27772","23131797","-","2","4.11","Log unit","4.11","Log unit","10.0","Log unit"
"CN1C=C(C(C)=N1)C1=NC2=C(C=NN2C(=C1)C(F)(F)F)C(=O)N(C1CCCCC1)C1CCCCC1","-","M1022981","ZINC02781951","588","-","-","A27772","23131797","-","2","5.81","Log unit","5.81","Log unit","= 10.5","Log unit"
"C[C@H](N1N=C(C(Cl)=C1C1CC1)C(F)(F)F)C(=O)NC1=CC=C2C(OC(=O)C=C2C(F)(F)F)=C1","-","M1022983","ZINC02782138","590","-","-","A27772","23131797","-","2","6.63","Log unit","6.63","Log unit","5.0","Log unit"
"C[C@H](N1N=C(C(Cl)=C1C)C(F)(F)F)C(=O)N1CCOCC1","-","M1022964","ZINC02776618","591","-","-","A27772","23131797","-","2","3.08","Log unit","3.08","Log unit","5.0","Log unit"
"ClC1=CC=C(N2C(=O)[C@H]3N=NN(CC(=O)NC4=CC=CC=C4)[C@H]3C2=O)C(Cl)=C1","-","M1022996","ZINC18162323","593","-","-","A27772","23131797","-","2","4.3","Log unit","4.3","Log unit","= 6.5","Log unit"
"CCN1C=CC(CN(C)C(=O)C2=CC=CC=C2COC2=CC=C(F)C=C2F)=N1","-","M1023001","ZINC02788109","594","-","-","A27772","23131797","-","2","4.43","Log unit","4.43","Log unit","5.0","Log unit"
"CC1=CC=C(Cl)C(OCC2=CC=C(O2)C2=NN3C=NC4=NNC=C4C3=N2)=C1","-","M1023002","ZINC17077865","595","-","-","A27772","23131797","-","2","4.4","Log unit","4.4","Log unit","10.0","Log unit"
"NN1C(COC2=CC=CC=C2)=NN=C1SC(F)F","-","M1020529","ZINC00612808","596","-","-","A27772","23131797","-","2","1.85","Log unit","1.85","Log unit","= 7.3","Log unit"
"CCN1C(CCN2N=C(C)C(Br)=C2C)=NN=C1SCC(=O)NCC=C","-","M1023011","ZINC02792340","597","-","-","A27772","23131797","-","2","3.53","Log unit","3.53","Log unit","= 10.5","Log unit"
"FC1=CC(F)=C(F)C(OCC2=CC=C(O2)C(=O)NC2CC2)=C1F","-","M1020315","ZINC00467599","600","-","-","A27772","23131797","-","2","3.54","Log unit","3.54","Log unit","5.0","Log unit"
"CCOCCOC(=O)C1=C(C)NC2=C([C@@H]1C1=CC=C(C)C=C1)C(=O)CCC2","-","M1023025","ZINC02801329","601","-","-","A27772","23131797","-","2","3.89","Log unit","3.89","Log unit","10.0","Log unit"
"C[C@H](N1C=C(C=N1)[N+]([O-])=O)C1=NN2C=NC3=C(C=NN3C3=CC=CC=C3)C2=N1","-","M1153624","ZINC02802395","602","-","-","A27772","23131797","-","2","3.73","Log unit","3.73","Log unit","= 10.5","Log unit"
"CCN1C(SCC2=NN3C=NC4=C(C=NN4C)C3=N2)=NN=C1C1=NN(C)C(=C1)C(F)(F)F","-","M1023029","ZINC02802544","603","-","-","A27772","23131797","-","2","3.85","Log unit","3.85","Log unit","= 7.3","Log unit"
"CCOC(=O)N1CCN(CC1)C(=O)C1=NOC2=C1C[C@H](CC2)C(C)(C)C","-","M1023030","ZINC02803312","604","-","-","A27772","23131797","-","2","4.52","Log unit","4.52","Log unit","5.0","Log unit"
"CC1=NC2=CC(=NN2C(=C1)C(F)(F)F)C1=NN=C(O1)C1=CC=CC(=C1)C(F)(F)F","-","M1023033","ZINC02803816","606","-","-","A27772","23131797","-","2","4.92","Log unit","4.92","Log unit","10.0","Log unit"
"CCCOC(=O)C1=C(NC(=O)C2CCN(CC2)S(C)(=O)=O)SC(C(N)=O)=C1C","-","M1023034","ZINC02803917","607","-","-","A27772","23131797","-","2","3.9","Log unit","3.9","Log unit","= 6.5","Log unit"
"CC(C)COC1=CC=C(C=C1)C(=O)N1N=C(C[C@@]1(O)C(F)F)C(F)F","-","M1153739","ZINC01457198","608","-","-","A27772","23131797","-","2","5.16","Log unit","5.16","Log unit","5.0","Log unit"
"CC(C)(C)C1=CC(=NC(SCCNC(=O)C2CCCCC2)=N1)C(F)(F)F","-","M1023039","ZINC02807448","612","-","-","A27772","23131797","-","2","5.77","Log unit","5.77","Log unit","= 6.5","Log unit"
"CCN1C=C(C=N1)C1=NN2C=NC3=C(C(C)=C(C)S3)C2=N1","-","M1023043","ZINC02807950","613","-","-","A27772","23131797","-","2","3.77","Log unit","3.77","Log unit","5.0","Log unit"
"CCCNC(=O)N1CCN(CC1)C(=O)NCCC","-","M776419","ZINC02811943","615","-","-","A27772","23131797","-","2","1.04","Log unit","1.04","Log unit","= 10.5","Log unit"
"O=C(N[C@H](SC1=NC=CC=N1)C(=O)C1=CC=CC=C1)C1=CC=CC=C1","-","M1019946","ZINC00284059","616","-","-","A27772","23131797","-","2","3.62","Log unit","3.62","Log unit","5.0","Log unit"
"CC1=NC2=NN=C(SCC3=CC=C(C=C3)C(=O)C3=CC=CC=C3)N2C(C)=C1","-","M1023052","ZINC02815047","617","-","-","A27772","23131797","-","2","4.43","Log unit","4.43","Log unit","= 10.5","Log unit"
"CC(=O)N[C@@H]1[C@@H](O)[C@@H]2OC(C)(C)OC[C@H]2O[C@@H]1OC1=C2C=CC=CC2=CC=C1","-","M1023053","ZINC01133653","618","-","-","A27772","23131797","-","2","3.8","Log unit","3.8","Log unit","= 6.5","Log unit"
"CCOC(=O)C1=C(C)N=C2S\C(=C/C3=CC=C(OC(C)=O)C=C3)C(=O)N2C1C1=CC=CS1","-","M3410279","ZINC00627547","619","-","-","A27772","23131797","-","2","4.77","Log unit","4.77","Log unit","= 10.5","Log unit"
"CCOC(=O)C1=C(C)N=C(NCCNC2=NC(C)=C(S2)C(=O)OCC)S1","-","M1023056","ZINC02818256","620","-","-","A27772","23131797","-","2","4.66","Log unit","4.66","Log unit","= 10.5","Log unit"
"CN(C(=O)C1=C(F)C(F)=C(F)C(F)=C1F)C(C)(C)C","-","M1023071","ZINC02828452","622","-","-","A27772","23131797","-","2","3.45","Log unit","3.45","Log unit","5.0","Log unit"
"CCCC[C@H](CC)CN1C(SCC(=O)NC2=CC=C(OC)C=C2)=NC2=C1C(=O)N(C)C(=O)N2C","-","M1023073","ZINC09886132","623","-","-","A27772","23131797","-","2","5.51","Log unit","5.51","Log unit","5.0","Log unit"
"FC(F)(F)C(=O)C1=CN(CC(=O)N2CCCCCC2)C2=CC=C(Br)C=C12","-","M1023077","ZINC02832643","625","-","-","A27772","23131797","-","2","4.62","Log unit","4.62","Log unit","5.0","Log unit"
"O=S(=O)(\C=C\C=C\SC1=CC=CC=C1)C1=CC=CC=C1","-","M1023080","ZINC02835695","626","-","-","A27772","23131797","-","2","4.03","Log unit","4.03","Log unit","= 2.0","Log unit"
"CC(=O)NC1=CC=C(C=C1)[C@H]1C2=C(NN=C2C2=C(C)SC(C)=C2)OC(N)=C1C#N","-","M1023088","ZINC04978849","628","-","-","A27772","23131797","-","2","4.26","Log unit","4.26","Log unit","9.0","Log unit"
"CC(=O)NC1=CC=C(C=C1)[C@@H]1C2=C(OC(N)=C1C#N)N(N=C2C)C1=CC=CC(Cl)=C1","-","M1023093","ZINC02841799","629","-","-","A27772","23131797","-","2","4.93","Log unit","4.93","Log unit","7.0","Log unit"
"[O-][N+](=O)C1=C(\C=N\C2=CC=C(C=C2)\N=C\C2=C(C=CC=C2)[N+]([O-])=O)C=CC=C1","-","M1153618","ZINC02842393","630","-","-","A27772","23131797","-","2","2.95","Log unit","2.95","Log unit","10.0","Log unit"
"BrC1=CC=C(S1)[C@@H]1[C@H](N2[C@H](C=CC3=CC=CC=C23)C1(C#N)C#N)C(=O)C1=CC=CC=C1","-","M1023098","ZINC02843413","631","-","-","A27772","23131797","-","2","5.05","Log unit","5.05","Log unit","= 6.5","Log unit"
"CN(CCO)S(=O)(=O)C1=CC=C2C(OC(=O)C3=CC(=CC=C23)S(=O)(=O)N(C)CCO)=C1","-","M1023099","ZINC02843454","632","-","-","A27772","23131797","-","2","3.2","Log unit","3.2","Log unit","5.0","Log unit"
"CCOCC1=C(C)C=C(C)C([C@H]2C3=C(NN=C3C)OC(N)=C2C#N)=C1C","-","M1023100","ZINC04713445","633","-","-","A27772","23131797","-","2","4.09","Log unit","4.09","Log unit","10.0","Log unit"
"CC1=CC=CC=C1O[C@H]1[C@@H](N(CC2=CC=C3OCOC3=C2)C1=O)C1=CC=C2OCOC2=C1","-","M1023104","ZINC02846785","636","-","-","A27772","23131797","-","2","4.37","Log unit","4.37","Log unit","= 2.0","Log unit"
"COC1=CC=CC=C1NC(=O)C1=C(C)NC(SCC(=O)NC2=CC=C(C)C(Cl)=C2)=C(C#N)[C@@H]1C1=CC=CO1","-","M3410280","ZINC00710587","637","-","-","A27772","23131797","-","2","6.27","Log unit","6.27","Log unit","5.0","Log unit"
"BrC1=CC=C(\C=N/S(=O)(=O)C2=CC=CS2)C=C1","-","M3410281","ZINC00055548","638","-","-","A27772","23131797","-","2","2.14","Log unit","2.14","Log unit","5.0","Log unit"
"CC1=CC=C(SCC(=O)NCC2=CC(CNC(=O)CSC3=CC=C(C)C=C3)=CC=C2)C=C1","-","M1023110","ZINC02850645","639","-","-","A27772","23131797","-","2","5.08","Log unit","5.08","Log unit","5.0","Log unit"
"O=C(CN1C(=O)C2=CC=CC=C2S1(=O)=O)NC1=CC=C(C=C1)S(=O)(=O)N1CCCCCC1","-","M1023113","ZINC02852778","640","-","-","A27772","23131797","-","2","4.73","Log unit","4.73","Log unit","5.0","Log unit"
"CC1=CC=C(C=C1)C1=NN2C(S[C@H](CC2=O)C2=CC=CC(=C2)[N+]([O-])=O)=N1","-","M1153804","ZINC01151809","641","-","-","A27772","23131797","-","2","4.49","Log unit","4.49","Log unit","5.0","Log unit"
"CC(C)OCCCNC(=O)C(=O)NCC1=CC=C(C=C1)C(C)C","-","M1023121","ZINC02860956","642","-","-","A27772","23131797","-","2","4.57","Log unit","4.57","Log unit","5.0","Log unit"
"COC1=CC(=CC(OC)=C1OC)C(=O)NC1=CC=CC(=C1)C#N","-","M1019121","ZINC00054730","645","-","-","A27772","23131797","-","2","3.44","Log unit","3.44","Log unit","5.0","Log unit"
"CCOC1=CC=C(C=C1)N1CN=C2S\C(=C/C3=C(C=C(OC)C(OC)=C3)[N+]([O-])=O)C(=O)N2C1","-","M3410282","ZINC01183526","646","-","-","A27772","23131797","-","2","4.93","Log unit","4.93","Log unit","= 10.5","Log unit"
"CC(C)OP(=O)(OC(C)C)[C@@H](NC1=CC=CC=C1C)C1=CC=CC=C1F","-","M1023128","ZINC02864899","647","-","-","A27772","23131797","-","2","5.63","Log unit","5.63","Log unit","5.0","Log unit"
"CCN1C(SCC(=O)NC2=CC=C(C=C2)C(=O)OC)=NN=C1C1=CC=CC=C1","-","M1021124","ZINC00870523","648","-","-","A27772","23131797","-","2","4.24","Log unit","4.24","Log unit","= 7.3","Log unit"
"COC1=CC=C(C=C1OC)[C@H]1C(C#N)=C(N)N(C2=CC=C(Cl)C=C2)C2=C1C(=O)CC(C)(C)C2","-","M1020759","ZINC00705483","649","-","-","A27772","23131797","-","2","4.34","Log unit","4.34","Log unit","5.0","Log unit"
"[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(NC(=O)CSCC2=CC=CC=C2)C=C1","-","M1153799","ZINC01158836","650","-","-","A27772","23131797","-","2","5.38","Log unit","5.38","Log unit","5.0","Log unit"
"CCOC1=CC=C(Br)C=C1[C@@H]1N2N=CN=C2NC2=C1C(=O)CC(C)(C)C2","-","M1021177","ZINC00936899","651","-","-","A27772","23131797","-","2","3.85","Log unit","3.85","Log unit","= 7.3","Log unit"
"CCOC(=O)CSC1=NN=NN1C1=C2C=CC=CC2=CC=C1","-","M1021542","ZINC01071924","652","-","-","A27772","23131797","-","2","3.8","Log unit","3.8","Log unit","5.0","Log unit"
"CC1(C)[C@@H]2CC[C@@]1(C)C(=O)N(CC#C)C2=O","-","M1022521","ZINC02029686","653","-","-","A27772","23131797","-","2","2.28","Log unit","2.28","Log unit","5.0","Log unit"
"C(COC1=NN=NN1C1=CC=CC=C1)OC1=NN=NN1C1=CC=CC=C1","-","M1023154","ZINC02876196","654","-","-","A27772","23131797","-","2","3.72","Log unit","3.72","Log unit","5.0","Log unit"
"CS(=O)(=O)N(CC(=O)N1CCC2=CC=CC=C2C1)C1=CC=C(OCC2=CC=CC=C2)C=C1","-","M1023155","ZINC02876525","655","-","-","A27772","23131797","-","2","4.91","Log unit","4.91","Log unit","5.0","Log unit"
"CCCOC1=CC=C(C=C1)N1C(=O)C[C@H](N2CCNC2=S)C1=O","-","M1023159","ZINC02878840","656","-","-","A27772","23131797","-","2","2.68","Log unit","2.68","Log unit","= 6.5","Log unit"
